comment_message,Sentiment
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with gifts, cars, house and even contracts connections, and even assist get a job, start calling now to get connected within 24 hours and make more money.Note:Applicant must be 18 years and above and must possesses a well notable personality.a night with your mom is RM4,000 when you are able to satisfy your mom emotionally.",positive
"(Whatsapp+60143777309) Notable on whatsapp, as your agent can attend to you shortly.",positive
contact agent Mrs  Yang.,neutral
"Welcome to Malaysia's finest, reliable dating agency .",positive
"We have a wonderful influential RICH SUGAR MUMMY/DADDY/ IN MALAYSIA, be among the people to get our exclusive connections.",positive
"We are reliable and efficient in our job, get the opportunity to meet them.",neutral
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with gifts, cars, house and even contracts connections, and even assist get a job, start calling now to get connected within 24 hours and make more money.Note:Applicant must be 18 years and above and must possesses a well notable personality.a night with your mom is RM4,000 when you are able to satisfy your mom emotionally.",positive
"(Whatsapp+60143777309) Notable on whatsapp, as your agent can attend to you shortly.",positive
contact agent Mrs  Yang.,neutral
Hai Faraa.,neutral
Maaf tetapi kami sedang membuat sedikit perubahan untuk membaik pulih laman web kami.,neutral
Kami harap anda boleh menerima perubahan yang kami sedang lalukan ini.,neutral
"Maaf, Faraa :(",negative
"Welcome to Malaysia's finest, reliable dating agency .",positive
"We have a wonderful influential RICH SUGAR MUMMY/DADDY/ IN MALAYSIA, be among the people to get our exclusive connections.",positive
"We are reliable and efficient in our job, get the opportunity to meet them.",neutral
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with gifts, cars, house and even contracts connections, and even assist get a job, start calling now to get connected within 24 hours and make more money.Note:Applicant must be 18 years and above and must possesses a well notable personality.a night with your mom is RM4,000 when you are able to satisfy your mom emotionally.",positive
"(Whatsapp+60143777309) Notable on whatsapp, as your agent can attend to you shortly.",positive
contact agent Mrs  Yang.,neutral
boleh tak jgn gabungkan brg2 Zalora dgn brg2 Marketplace?,neutral
nape tiba2 ade brg2 seller lain kat Zalora (sy tak pilih pon marketplace).,neutral
susah nak buat pilihan sbb byk sgt brg dah sekarang.,neutral
mintak jgn campurkan brg yg Zalora jual dgn brg yg seller lain jual.,neutral
harap maklum.,neutral
ZALORA 15% OFF PROMOCODE WITH NO MINIMUM SPEND,neutral
PROMO CODE: ZBAPQSZL,neutral
This promocode is valid ONLY FOR NEW CUSTOMER ON THEIR FIRST TIME ORDER at www.zalora.com.my,positive
(its an online store for both male and female),neutral
This promocode can be use by different users who never order at zalora before.,neutral
TIPS: make another account again to order if you want to use the promocode over and over again!,neutral
"This promocode can be use on anything, including item that's already has sale/discount!",neutral
"But of course, you can only use one promo code at once.",neutral
You can STILL USE this promocode even though its already been used by others.,neutral
So Don't forget to copy paste and share it with your everyone!,neutral
#sharingiscaring [[SHARE]],neutral
"Welcome to Malaysia's finest, reliable dating agency .",positive
"We have a wonderful influential RICH SUGAR MUMMY/DADDY/ IN MALAYSIA, be among the people to get our exclusive connections.",positive
"We are reliable and efficient in our job, get the opportunity to meet them.",neutral
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with gifts, cars, house and even contracts connections, and even assist get a job, start calling now to get connected within 24 hours and make more money.Note:Applicant must be 18 years and above and must possesses a well notable personality.a night with your mom is RM4,000 when you are able to satisfy your mom emotionally.",positive
"(Whatsapp+60143777309) Notable on whatsapp, as your agent can attend to you shortly.",positive
contact agent Mrs  Yang.,neutral
